source,packId,phase,ply,spineDepth,mainLine,pieceCount,legalCount,band,since,until,speeds,total,white,draws,black,movesGE100,movesGE400,topMoves,fen
main,opponent-intent-early-queen,opening,4,3,True,32,39,1400,2024-01,2026-07,blitz+rapid+classical,782914,381989,30930,369995,12,12,Bc4:656961:333201/26138/297622;Bb5:59703:24577/2384/32742;c3:22075:10204/941/10930;Nf3:19084:6232/638/12214;Nc3:7916:2715/251/4950;d3:5850:2388/297/3165;Be2:2021:842/48/1131;Qxf7+:1269:270/30/969;Qf3:1152:230/36/886;Qd1:1105:228/33/844;d4:958:193/21/744;Qxe5+:576:27/9/540,r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3
main,opponent-intent-early-queen,opening,4,3,True,32,39,1600,2024-01,2026-07,blitz+rapid+classical,408924,207864,18438,182622,12,8,Bc4:367884:191670/16730/159484;Bb5:17901:7285/775/9841;c3:8545:3866/376/4303;Nf3:6341:2335/256/3750;Nc3:2615:971/100/1544;d3:2196:916/118/1162;Qxf7+:781:113/12/656;Be2:675:303/18/354;Qd1:287:71/9/207;Qf3:221:38/6/177;d4:200:39/6/155;Qxe5+:142:13/0/129,r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3
main,opponent-intent-early-queen,opening,4,3,True,32,39,1800,2024-01,2026-07,blitz+rapid+classical,141584,72956,6959,61669,8,5,Bc4:131986:69187/6593/56206;Bb5:4940:2198/200/2542;c3:1631:638/74/919;Nf3:1181:418/41/722;Nc3:580:222/16/342;Qxf7+:384:45/9/330;d3:216:84/4/128;Be2:119:45/4/70;Qd1:74:25/5/44;Qxe5+:54:4/1/49;d4:46:15/1/30;Qxh7:43:0/0/43,r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3
main,opponent-intent-early-queen,opening,5,4,True,32,28,1400,2024-01,2026-07,blitz+rapid+classical,930477,476509,36599,417369,12,10,g6:557596:274191/21456/261949;Qf6:190962:94651/9699/86612;Qe7:98415:45061/3887/49467;Nf6:38415:33505/351/4559;Nh6:28965:16241/964/11760;d5:7109:4080/219/2810;Bc5:3110:3048/2/60;d6:2745:2662/8/75;h6:993:967/3/23;g5:399:393/0/6;Nd4:333:330/0/3;Be7:285:279/0/6,r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3
main,opponent-intent-early-queen,opening,5,4,True,32,28,1600,2024-01,2026-07,blitz+rapid+classical,569807,299053,25328,245426,12,9,g6:318229:160442/13803/143984;Qf6:138832:71886/7740/59206;Qe7:73108:35365/3139/34604;Nf6:18947:17212/103/1632;Nh6:11266:6411/416/4439;d5:3702:2150/115/1437;Bc5:2184:2146/2/36;d6:1879:1829/2/48;h6:500:490/3/7;Be7:277:272/0/5;g5:178:177/0/1;Nd4:130:128/0/2,r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3
main,opponent-intent-early-queen,opening,5,4,True,32,28,1800,2024-01,2026-07,blitz+rapid+classical,220048,115585,10729,93734,10,8,g6:128349:64381/6350/57618;Qf6:49353:26118/2848/20387;Qe7:30201:15005/1363/13833;Nf6:6136:5780/29/327;Nh6:2594:1398/98/1098;d5:1166:703/36/427;Bc5:905:892/0/13;d6:741:728/1/12;Be7:136:132/0/4;h6:118:118/0/0;g5:77:73/1/3;Nd4:71:71/0/0,r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3
main,opponent-intent-early-queen,opening,6,5,True,32,42,1400,2024-01,2026-07,blitz+rapid+classical,557232,274185,21447,261600,12,9,Qf3:536020:268141/20861/247018;Qd1:7734:3408/282/4044;Bxf7+:3299:1035/87/2177;Qe2:2785:993/98/1694;Qg4:1914:188/40/1686;Qxe5+:1676:96/15/1565;Qh3:1219:155/26/1038;Qg5:767:22/10/735;f3:404:46/7/351;Qh4:371:13/4/354;Nf3:218:16/4/198;Qf5:183:15/3/165,r1bqkbnr/pppp1p1p/2n3p1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 0 4
main,opponent-intent-early-queen,opening,6,5,True,32,42,1600,2024-01,2026-07,blitz+rapid+classical,318100,160442,13799,143859,9,5,Qf3:307940:156381/13446/138113;Qd1:5989:3018/247/2724;Qe2:1372:577/59/736;Bxf7+:962:286/26/650;Qg4:389:45/7/337;Qxe5+:341:36/3/302;Qh3:266:32/6/228;f3:177:18/2/157;Qg5:144:10/1/133;Qh4:96:5/0/91;Nf3:94:10/0/84;Nc3:61:7/0/54,r1bqkbnr/pppp1p1p/2n3p1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 0 4
main,opponent-intent-early-queen,opening,6,5,True,32,42,1800,2024-01,2026-07,blitz+rapid+classical,128316,64381,6348,57587,4,3,Qf3:123977:62582/6173/55222;Qd1:2912:1393/128/1391;Qe2:822:330/36/456;Bxf7+:132:26/4/102;Qg4:82:13/2/67;Qxe5+:77:12/1/64;f3:59:5/1/53;Qh3:58:10/1/47;Nf3:40:5/0/35;Qh4:35:0/1/34;Qg5:35:0/1/34;Nc3:20:2/0/18,r1bqkbnr/pppp1p1p/2n3p1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 0 4
main,opponent-intent-early-queen,opening,7,6,True,32,32,1400,2024-01,2026-07,blitz+rapid+classical,536127,268150,20866,247111,12,11,Nf6:443539:218683/16752/208104;Qf6:53151:25434/3091/24626;Qe7:8800:4492/312/3996;f5:8384:3690/230/4464;f6:7653:4042/289/3322;Nd4:4934:4615/21/298;Nh6:3664:2057/113/1494;Bg7:2263:2084/13/166;d5:1081:551/25/505;d6:851:769/10/72;Bc5:794:766/1/27;Bh6:144:137/0/7,r1bqkbnr/pppp1p1p/2n3p1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 4
main,opponent-intent-early-queen,opening,7,6,True,32,32,1600,2024-01,2026-07,blitz+rapid+classical,307980,156379,13447,138154,11,9,Nf6:243924:123083/10074/110767;Qf6:44068:21822/2809/19437;Qe7:6737:3623/233/2881;f5:5381:2304/152/2925;f6:2829:1502/110/1217;Nd4:1598:1502/4/92;Bg7:1136:1008/7/121;Nh6:1055:580/41/434;d5:504:264/12/228;d6:269:248/0/21;Bc5:186:177/2/7;Bh6:71:65/0/6,r1bqkbnr/pppp1p1p/2n3p1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 4
main,opponent-intent-early-queen,opening,7,6,True,32,32,1800,2024-01,2026-07,blitz+rapid+classical,123976,62575,6175,55226,9,6,Nf6:92180:46481/4204/41495;Qf6:23922:11861/1685/10376;Qe7:3249:1736/151/1362;f5:2120:851/56/1213;f6:1078:527/48/503;Bg7:444:383/8/53;Nd4:373:355/2/16;Nh6:244:126/9/109;d5:196:94/9/93;d6:62:59/0/3;Bc5:39:37/2/0;Bh6:19:18/0/1,r1bqkbnr/pppp1p1p/2n3p1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 4
main,opponent-intent-early-queen,opening,8,7,True,32,41,1400,2024-01,2026-07,blitz+rapid+classical,443591,218866,16763,207962,12,12,c3:205840:104387/8021/93432;d3:82735:38129/3303/41303;Ne2:80231:46729/2880/30622;Nc3:34454:15835/1315/17304;Qb3:12888:5037/431/7420;Nh3:10073:3461/292/6320;g4:5107:1497/137/3473;d4:2749:725/72/1952;h3:2454:1051/82/1321;Qd1:1126:352/34/740;a3:831:315/28/488;Bb3:741:213/30/498,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 2 5
main,opponent-intent-early-queen,opening,8,7,True,32,41,1600,2024-01,2026-07,blitz+rapid+classical,243961,123163,10077,110721,12,9,c3:106314:52869/4509/48936;Ne2:61990:36181/2427/23382;d3:39786:18433/1731/19622;Nc3:21390:10325/925/10140;Qb3:5902:2450/211/3241;Nh3:3238:1098/92/2048;g4:1368:415/37/916;h3:1177:488/54/635;d4:775:218/21/536;a3:378:156/16/206;Qd1:370:138/10/222;Bb3:270:116/15/139,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 2 5
main,opponent-intent-early-queen,opening,8,7,True,32,41,1800,2024-01,2026-07,blitz+rapid+classical,92181,46489,4205,41487,11,6,Ne2:36311:20421/1565/14325;c3:33150:15993/1571/15586;d3:11171:5042/544/5585;Nc3:7431:3526/378/3527;Qb3:2028:804/85/1139;Nh3:666:209/23/434;h3:332:146/14/172;g4:314:77/3/234;d4:201:67/3/131;Bb3:176:82/5/89;Qd1:103:34/3/66;a3:74:25/4/45,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 2 5
main,scandinavian-mainline-black,opening,15,12,True,30,47,1400,2024-01,2026-07,blitz+rapid+classical,8003,3268,225,4510,7,4,e5:2987:1057/81/1849;e6:2633:1078/62/1493;h5:847:352/26/469;Bxf3:655:341/24/290;Qh5:336:131/14/191;Nd5:139:79/4/56;Kb8:100:53/4/43;Qb4:61:22/5/34;h6:60:35/2/23;a6:32:13/0/19;Qb6:30:20/1/9;Qf5:26:10/1/15,2kr1b1r/ppp1pppp/2n2n2/q7/3P2b1/2N1BN2/PPP1BPPP/R2Q1RK1 b - - 8 8
main,scandinavian-mainline-black,opening,15,12,True,30,47,1600,2024-01,2026-07,blitz+rapid+classical,16902,6763,565,9574,7,5,e5:7841:2741/266/4834;e6:4990:2083/158/2749;h5:1540:704/44/792;Bxf3:945:504/33/408;Qh5:852:321/35/496;Nd5:229:133/12/84;Kb8:144:81/5/58;h6:89:42/4/43;Qb4:68:36/2/30;Qf5:53:22/4/27;Qb6:38:24/1/13;a6:29:14/1/14,2kr1b1r/ppp1pppp/2n2n2/q7/3P2b1/2N1BN2/PPP1BPPP/R2Q1RK1 b - - 8 8
main,scandinavian-mainline-black,opening,15,12,True,30,47,1800,2024-01,2026-07,blitz+rapid+classical,20842,7701,809,12332,7,5,e5:11753:3885/474/7394;e6:5242:2022/198/3022;h5:1440:633/53/754;Qh5:1274:504/37/733;Bxf3:510:309/26/175;Nd5:150:90/8/52;h6:141:78/3/60;Kb8:86:44/1/41;Qf5:78:33/5/40;Qb4:64:36/1/27;a6:33:14/1/18;Qb6:13:10/1/2,2kr1b1r/ppp1pppp/2n2n2/q7/3P2b1/2N1BN2/PPP1BPPP/R2Q1RK1 b - - 8 8
main,scandinavian-mainline-black,opening,9,6,False,30,42,1400,2024-01,2026-07,blitz+rapid+classical,143509,69037,5066,69406,12,12,c6:55974:27222/2144/26608;Bg4:29496:13828/932/14736;Nc6:23754:10628/769/12357;Qb6:11614:5785/365/5464;Bf5:9648:4609/359/4680;e6:5254:2788/207/2259;e5:2076:1095/92/889;c5:1231:639/46/546;Qh5:698:362/28/308;a6:654:298/24/332;Qf5:569:326/21/222;g6:510:264/18/228,rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPPB1PPP/R2QKBNR b KQkq - 2 5
main,scandinavian-mainline-black,opening,9,6,False,30,42,1600,2024-01,2026-07,blitz+rapid+classical,178581,83712,7335,87534,12,12,c6:69488:33142/3144/33202;Bg4:46468:21299/1862/23307;Nc6:31188:13536/1078/16574;Qb6:12025:5778/477/5770;Bf5:9064:4393/360/4311;e6:4093:2277/153/1663;e5:1451:760/59/632;Qh5:997:499/47/451;c5:883:448/41/394;a6:737:330/40/367;g6:443:236/21/186;Qf5:428:229/16/183,rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPPB1PPP/R2QKBNR b KQkq - 2 5
main,scandinavian-mainline-black,opening,9,6,False,30,42,1800,2024-01,2026-07,blitz+rapid+classical,128878,59519,5964,63395,12,10,c6:52047:24554/2697/24796;Bg4:35898:16312/1562/18024;Nc6:21335:9161/830/11344;Qb6:8428:3909/395/4124;Bf5:5703:2781/243/2679;e6:2027:1063/71/893;e5:672:353/33/286;Qh5:593:277/27/289;a6:587:266/29/292;c5:490:231/25/234;Qf5:255:136/14/105;Qb4:240:138/12/90,rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPPB1PPP/R2QKBNR b KQkq - 2 5
main,scandinavian-mainline-black,opening,10,7,False,30,39,1400,2024-01,2026-07,blitz+rapid+classical,77240,37571,2974,36695,12,12,Nf3:34250:16723/1334/16193;Ne4:23982:11485/1016/11481;Bc4:5115:2660/145/2310;Bd3:3702:1929/120/1653;h3:2108:1027/70/1011;Nb5:1544:722/52/770;Qf3:944:497/29/418;Be2:915:432/45/438;Qe2:793:371/24/398;Nd5:722:200/23/499;a3:570:282/16/272;b4:407:231/11/165,rnb1kb1r/pp2pppp/2p2n2/q7/3P4/2N5/PPPB1PPP/R2QKBNR w KQkq - 0 6
main,scandinavian-mainline-black,opening,10,7,False,30,39,1600,2024-01,2026-07,blitz+rapid+classical,100601,47745,4571,48285,12,12,Nf3:49547:23291/2298/23958;Ne4:21175:9894/1068/10213;Bc4:10570:5342/386/4842;Bd3:6205:3121/249/2835;h3:3757:1794/180/1783;Nb5:1534:698/78/758;Be2:1301:624/67/610;Qf3:997:500/29/468;Qe2:881:418/34/429;a3:653:317/29/307;b4:649:364/15/270;Nd5:569:129/21/419,rnb1kb1r/pp2pppp/2p2n2/q7/3P4/2N5/PPPB1PPP/R2QKBNR w KQkq - 0 6
main,scandinavian-mainline-black,opening,10,7,False,30,39,1800,2024-01,2026-07,blitz+rapid+classical,83654,38880,4339,40435,12,12,Nf3:40887:18590/2302/19995;Bc4:14336:7044/605/6687;Ne4:10874:5038/602/5234;Bd3:6799:3267/328/3204;h3:3809:1742/212/1855;Be2:1224:514/57/653;b4:821:480/29/312;Nb5:807:325/38/444;Qf3:677:368/14/295;Qe2:614:281/22/311;g3:486:239/21/226;a3:456:210/21/225,rnb1kb1r/pp2pppp/2p2n2/q7/3P4/2N5/PPPB1PPP/R2QKBNR w KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,2,2,True,32,30,1400,2024-01,2026-07,blitz+rapid+classical,15217179,7192379,597079,7427721,12,12,d4:5864126:2856921/226311/2780894;Nf3:4941372:2298418/200953/2442001;Bc4:1490145:656684/57412/776049;Nc3:976786:455360/38899/482527;f4:561936:273540/18129/270267;d3:371619:173845/15727/182047;c4:246964:127640/9448/109876;e5:182506:85757/7351/89398;Qf3:175767:81156/6984/87627;c3:126219:59209/5122/61888;g3:46908:21871/1989/23048;b3:42998:20202/1529/21267,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
main,trajectory-caro-advance-chain-bishops,cross_phase,2,2,True,32,30,1600,2024-01,2026-07,blitz+rapid+classical,18198218,8640580,803210,8754428,12,12,d4:7847174:3826260/342135/3678779;Nf3:5397890:2501390/249367/2647133;Bc4:1312130:573059/56081/682990;Nc3:1191834:561352/52449/578033;f4:938645:455210/35248/448187;d3:419485:199302/19977/200206;c4:392138:202513/17542/172083;e5:150594:70089/6627/73878;c3:144037:66240/6589/71208;Qf3:104578:47550/4359/52669;b3:59198:27474/2364/29360;g3:57545:26646/2737/28162,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
main,trajectory-caro-advance-chain-bishops,cross_phase,2,2,True,32,30,1800,2024-01,2026-07,blitz+rapid+classical,16782992,7988902,856204,7937886,12,12,d4:8531180:4155119/434071/3941990;Nf3:4151734:1913461/222757/2015516;Nc3:1187801:561884/59507/566410;f4:876136:414601/38374/423161;Bc4:715354:305318/34391/375645;c4:469398:238076/24602/206720;d3:357896:172981/18590/166325;c3:102393:46224/5183/50986;e5:101339:46830/5348/49161;Ne2:63592:32259/2634/28699;g3:55558:25357/2878/27323;b3:48792:22476/2212/24104,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
main,trajectory-caro-advance-chain-bishops,cross_phase,3,3,True,32,21,1400,2024-01,2026-07,blitz+rapid+classical,6304885,3070703,242669,2991513,12,12,d5:5862483:2841328/227165/2793990;e6:130557:67266/4779/58512;d6:125925:63011/4306/58608;g6:39057:19667/1359/18031;Qb6:23062:11786/771/10505;Nf6:21467:12058/676/8733;b5:20043:10920/762/8361;a6:16269:8199/637/7433;Qa5+:14078:7829/466/5783;e5:12505:6830/391/5284;Qc7:10646:5631/294/4721;f6:8164:4585/268/3311,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2
main,trajectory-caro-advance-chain-bishops,cross_phase,3,3,True,32,21,1600,2024-01,2026-07,blitz+rapid+classical,8330842,4058910,361952,3909980,12,12,d5:7766262:3771039/340280/3654943;d6:210868:104513/8179/98176;e6:166383:85285/6693/74405;g6:56432:28427/2090/25915;Nf6:18301:10092/660/7549;b5:16018:8543/584/6891;Qb6:15954:8099/615/7240;a6:15948:7914/608/7426;e5:13895:7611/459/5825;Qc7:13794:6971/464/6359;Qa5+:8792:4859/301/3632;f6:7024:3946/224/2854,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2
main,trajectory-caro-advance-chain-bishops,cross_phase,3,3,True,32,21,1800,2024-01,2026-07,blitz+rapid+classical,8938622,4351164,453239,4134219,12,12,d5:8302149:4029592/426240/3846317;d6:306855:149973/12762/144120;e6:149890:78075/6650/65165;g6:69239:34996/3086/31157;Qc7:18151:8914/734/8503;a6:16466:8559/707/7200;Nf6:15723:8461/683/6579;Qb6:12852:6471/522/5859;e5:11097:6310/409/4378;b5:8370:4643/340/3387;Qa5+:6235:3457/239/2539;f6:4810:2536/183/2091,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2
main,trajectory-caro-advance-chain-bishops,cross_phase,4,4,True,32,38,1400,2024-01,2026-07,blitz+rapid+classical,5973438,2900888,230594,2841956,12,12,e5:2990912:1418365/115772/1456775;exd5:1535165:738663/64541/731961;Nc3:1017447:525422/36584/455441;f3:194451:100481/5939/88031;Nd2:102854:56490/3366/42998;Bd3:52800:26189/1863/24748;Nf3:31231:13271/951/17009;c4:17623:8278/578/8767;c3:10553:4898/354/5301;Be3:5986:3152/186/2648;Bf4:3077:1204/96/1777;f4:2870:1227/92/1551,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3
main,trajectory-caro-advance-chain-bishops,cross_phase,4,4,True,32,38,1600,2024-01,2026-07,blitz+rapid+classical,7898957,3841734,345104,3712119,12,12,e5:3367798:1582813/143429/1641556;exd5:2375206:1147747/114629/1112830;Nc3:1468500:755018/61601/651881;f3:299853:158074/10240/131539;Nd2:219666:117325/8798/93543;Bd3:81184:40395/3455/37334;Nf3:26957:11968/960/14029;c4:26380:12842/861/12677;c3:12418:5957/438/6023;Be3:8969:4687/286/3996;f4:3313:1384/120/1809;Bf4:2269:993/75/1201,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3
main,trajectory-caro-advance-chain-bishops,cross_phase,4,4,True,32,38,1800,2024-01,2026-07,blitz+rapid+classical,8420895,4091913,431180,3897802,12,12,e5:2913041:1376007/138703/1398331;exd5:2747437:1317448/156968/1273021;Nc3:1812141:912210/92774/807157;Nd2:378913:194577/18881/165455;f3:369455:195247/14434/159774;Bd3:114355:56333/5945/52077;c4:36537:17625/1448/17464;Nf3:18337:8068/762/9507;c3:11970:5833/502/5635;Be3:11112:5412/442/5258;f4:2443:985/99/1359;Bf4:851:363/33/455,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3
main,trajectory-caro-advance-chain-bishops,cross_phase,9,9,True,32,37,1400,2024-01,2026-07,blitz+rapid+classical,276905,131713,11913,133279,12,12,Bxd3:169023:79075/7611/82337;Bg6:37625:17872/1418/18335;Ne7:31782:14288/1326/16168;Bg4:16731:8016/653/8062;c5:8431:4919/353/3159;Nd7:3471:1995/130/1346;Bb4+:3317:1861/140/1316;g6:1286:699/59/528;Nh6:1144:615/61/468;h6:810:459/29/322;Be7:790:479/31/280;f6:739:439/33/267,rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 5
main,trajectory-caro-advance-chain-bishops,cross_phase,9,9,True,32,37,1600,2024-01,2026-07,blitz+rapid+classical,271159,124292,12912,133955,12,12,Bxd3:164284:74410/8341/81533;Ne7:39871:17629/1840/20402;Bg6:37267:17008/1577/18682;Bg4:16617:7830/640/8147;c5:5085:2891/204/1990;Nd7:2525:1441/101/983;Bb4+:1511:835/58/618;g6:1067:544/37/486;h6:613:324/30/259;Be7:487:303/15/169;Nh6:475:262/22/191;Be4:420:239/12/169,rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 5
main,trajectory-caro-advance-chain-bishops,cross_phase,9,9,True,32,37,1800,2024-01,2026-07,blitz+rapid+classical,173621,77329,9280,87012,12,8,Bxd3:105344:46680/6028/52636;Ne7:27386:11956/1323/14107;Bg6:24875:10884/1198/12793;Bg4:10443:4678/465/5300;c5:1962:1157/104/701;Nd7:1408:796/63/549;g6:551:273/25/253;Bb4+:444:260/20/164;h6:266:130/14/122;Be7:214:124/9/81;Nh6:170:85/3/82;Be4:123:73/4/46,rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 5
main,trajectory-caro-advance-chain-bishops,cross_phase,10,10,True,31,29,1400,2024-01,2026-07,blitz+rapid+classical,169008,79082,7608,82318,3,2,Qxd3:162487:76086/7339/79062;cxd3:6336:2950/265/3121;Qd2:140:37/2/101;Nc3:13:4/1/8;c3:12:2/1/9;h3:5:0/0/5;Kd2:4:0/0/4;Be3:3:1/0/2;Nbd2:3:0/0/3;Qe2:2:0/0/2;h4:1:0/0/1;Bd2:1:1/0/0,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3b1N2/PPP2PPP/RNBQK2R w KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,10,10,True,31,29,1600,2024-01,2026-07,blitz+rapid+classical,164282,74418,8340,81524,3,2,Qxd3:157331:71281/8007/78043;cxd3:6757:3084/327/3346;Qd2:145:44/6/95;c3:19:2/0/17;Nc3:10:3/0/7;h3:7:1/0/6;Bg5:4:2/0/2;Be3:2:0/0/2;Bd2:2:0/0/2;Kd2:2:0/0/2;Bf4:1:0/0/1;Nbd2:1:1/0/0,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3b1N2/PPP2PPP/RNBQK2R w KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,10,10,True,31,29,1800,2024-01,2026-07,blitz+rapid+classical,105345,46688,6028,52629,3,2,Qxd3:100982:44748/5777/50457;cxd3:4211:1896/239/2076;Qd2:105:28/8/69;c3:17:5/2/10;Nc3:13:6/2/5;h3:6:3/0/3;Kd2:4:2/0/2;Nbd2:2:0/0/2;Qe2:1:0/0/1;Bf4:1:0/0/1;c4:1:0/0/1;Bg5:1:0/0/1,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3b1N2/PPP2PPP/RNBQK2R w KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,11,11,True,30,33,1400,2024-01,2026-07,blitz+rapid+classical,310974,145279,14303,151392,12,12,c5:124271:56630/5760/61881;Nd7:65362:30888/2929/31545;Ne7:51355:23848/2354/25153;a6:15693:7079/691/7923;Bb4+:13629:7189/614/5826;h6:11919:5580/579/5760;Qb6:8531:3994/378/4159;Be7:5492:2873/283/2336;Qa5+:5492:2330/302/2860;f6:3300:1841/149/1310;g6:2511:1258/126/1127;Qc7:828:412/29/387,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3Q1N2/PPP2PPP/RNB1K2R b KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,11,11,True,30,33,1600,2024-01,2026-07,blitz+rapid+classical,321873,146482,16644,158747,12,12,c5:124854:55685/6447/62722;Nd7:73031:33929/3685/35417;Ne7:53075:24092/2743/26240;a6:17799:8027/891/8881;h6:11953:5474/712/5767;Qb6:11742:5240/579/5923;Qa5+:9263:3674/569/5020;Bb4+:8501:4456/442/3603;Be7:4622:2370/229/2023;g6:2384:1151/136/1097;f6:1646:903/71/672;Qc7:671:322/31/318,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3Q1N2/PPP2PPP/RNB1K2R b KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,11,11,True,30,33,1800,2024-01,2026-07,blitz+rapid+classical,221934,98777,13030,110127,12,12,c5:85867:37700/5057/43110;Nd7:50460:23022/2949/24489;Ne7:33008:14871/1924/16213;Qa5+:13046:4833/886/7327;Qb6:12023:5244/663/6116;a6:10334:4698/581/5055;h6:6208:2944/357/2907;Bb4+:2962:1521/179/1262;g6:2556:1225/157/1174;Be7:2227:1157/114/956;h5:1177:553/56/568;f6:553:302/29/222,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3Q1N2/PPP2PPP/RNB1K2R b KQkq - 0 6
main,trajectory-caro-advance-chain-bishops,cross_phase,12,12,True,30,45,1400,2024-01,2026-07,blitz+rapid+classical,126007,57451,5842,62714,12,10,c3:56830:26071/2596/28163;dxc5:15853:7217/692/7944;O-O:13343:6007/630/6706;Qb5+:13032:5894/701/6437;c4:6431:3122/291/3018;Be3:5913:2667/279/2967;Bg5:5283:2375/265/2643;b3:3539:1524/139/1876;Nc3:3324:1535/142/1647;Ng5:709:328/22/359;Qb3:349:141/20/188;Nbd2:301:113/15/173,rn1qkbnr/pp3ppp/4p3/2ppP3/3P4/3Q1N2/PPP2PPP/RNB1K2R w KQkq - 0 7
main,trajectory-caro-advance-chain-bishops,cross_phase,12,12,True,30,45,1600,2024-01,2026-07,blitz+rapid+classical,126113,56274,6504,63335,12,10,c3:67623:30484/3519/33620;dxc5:14346:6396/688/7262;Qb5+:10943:4624/652/5667;O-O:10901:4861/507/5533;c4:7678:3697/415/3566;Be3:4101:1751/213/2137;Bg5:3914:1722/203/1989;b3:2647:1060/126/1461;Nc3:2193:954/100/1139;Ng5:510:216/15/279;Qb3:212:101/9/102;Nbd2:200:69/8/123,rn1qkbnr/pp3ppp/4p3/2ppP3/3P4/3Q1N2/PPP2PPP/RNB1K2R w KQkq - 0 7
main,trajectory-caro-advance-chain-bishops,cross_phase,12,12,True,30,45,1800,2024-01,2026-07,blitz+rapid+classical,86435,37976,5084,43375,10,9,c3:54195:24070/3229/26896;dxc5:8081:3477/425/4179;O-O:7486:3355/412/3719;Qb5+:5525:2201/381/2943;c4:5392:2528/343/2521;Bg5:1713:723/83/907;Be3:1597:670/80/847;b3:896:310/56/530;Nc3:856:365/39/452;Ng5:151:54/6/91;a3:92:38/9/45;Qb3:88:35/3/50,rn1qkbnr/pp3ppp/4p3/2ppP3/3P4/3Q1N2/PPP2PPP/RNB1K2R w KQkq - 0 7
